îgêî(cm-1),åıäwìIå˙Ç≥,ìßâﬂó¶T=exp(-tau)
4974.837,1.15E-07,0.999999885
4974.838,1.15E-07,0.999999885
4974.839,1.14E-07,0.999999886
4974.84,1.14E-07,0.999999886
4974.841,1.14E-07,0.999999886
4974.842,1.14E-07,0.999999886
4974.843,1.13E-07,0.999999887
4974.844,1.13E-07,0.999999887
4974.845,1.13E-07,0.999999887
4974.846,1.13E-07,0.999999887
4974.847,1.13E-07,0.999999887
4974.848,1.12E-07,0.999999888
4974.849,1.12E-07,0.999999888
4974.85,1.12E-07,0.999999888
4974.851,1.12E-07,0.999999888
4974.852,1.11E-07,0.999999889
4974.853,1.11E-07,0.999999889
4974.854,1.11E-07,0.999999889
4974.855,1.11E-07,0.999999889
4974.856,1.10E-07,0.99999989
4974.857,1.10E-07,0.99999989
4974.858,1.10E-07,0.99999989
4974.859,1.10E-07,0.99999989
4974.86,1.10E-07,0.99999989
4974.861,1.09E-07,0.999999891
4974.862,1.09E-07,0.999999891
4974.863,1.09E-07,0.999999891
4974.864,1.09E-07,0.999999891
4974.865,1.09E-07,0.999999891
4974.866,1.08E-07,0.999999892
4974.867,1.08E-07,0.999999892
4974.868,1.08E-07,0.999999892
4974.869,1.08E-07,0.999999892
4974.87,1.07E-07,0.999999893
4974.871,1.07E-07,0.999999893
4974.872,1.07E-07,0.999999893
4974.873,1.07E-07,0.999999893
4974.874,1.07E-07,0.999999893
4974.875,1.06E-07,0.999999894
4974.876,1.06E-07,0.999999894
4974.877,1.06E-07,0.999999894
4974.878,1.06E-07,0.999999894
4974.879,1.06E-07,0.999999894
4974.88,1.05E-07,0.999999895
4974.881,1.05E-07,0.999999895
4974.882,1.05E-07,0.999999895
4974.883,1.05E-07,0.999999895
4974.884,1.04E-07,0.999999896
4974.885,1.04E-07,0.999999896
4974.886,1.04E-07,0.999999896
4974.887,1.04E-07,0.999999896
4974.888,1.04E-07,0.999999896
4974.889,1.03E-07,0.999999897
4974.89,1.03E-07,0.999999897
4974.891,1.03E-07,0.999999897
4974.892,1.03E-07,0.999999897
4974.893,1.03E-07,0.999999897
4974.894,1.02E-07,0.999999898
4974.895,1.02E-07,0.999999898
4974.896,1.02E-07,0.999999898
4974.897,1.02E-07,0.999999898
4974.898,1.02E-07,0.999999898
4974.899,1.01E-07,0.999999899
4974.9,1.01E-07,0.999999899
4974.901,1.01E-07,0.999999899
4974.902,1.01E-07,0.999999899
4974.903,1.01E-07,0.999999899
4974.904,1.01E-07,0.999999899
4974.905,1.00E-07,0.9999999
4974.906,1.00E-07,0.9999999
4974.907,9.99E-08,0.9999999
4974.908,9.98E-08,0.9999999
4974.909,9.96E-08,0.9999999
4974.91,9.94E-08,0.999999901
4974.911,9.92E-08,0.999999901
4974.912,9.90E-08,0.999999901
4974.913,9.88E-08,0.999999901
4974.914,9.86E-08,0.999999901
4974.915,9.84E-08,0.999999902
4974.916,9.82E-08,0.999999902
4974.917,9.81E-08,0.999999902
4974.918,9.79E-08,0.999999902
4974.919,9.77E-08,0.999999902
4974.92,9.75E-08,0.999999902
4974.921,9.73E-08,0.999999903
4974.922,9.71E-08,0.999999903
4974.923,9.70E-08,0.999999903
4974.924,9.68E-08,0.999999903
4974.925,9.66E-08,0.999999903
4974.926,9.64E-08,0.999999904
4974.927,9.62E-08,0.999999904
4974.928,9.60E-08,0.999999904
4974.929,9.59E-08,0.999999904
4974.93,9.57E-08,0.999999904
4974.931,9.55E-08,0.999999904
4974.932,9.53E-08,0.999999905
4974.933,9.51E-08,0.999999905
4974.934,9.50E-08,0.999999905
4974.935,9.48E-08,0.999999905
4974.936,9.46E-08,0.999999905
4974.937,9.44E-08,0.999999906
4974.938,9.43E-08,0.999999906
4974.939,9.41E-08,0.999999906
4974.94,9.39E-08,0.999999906
4974.941,9.37E-08,0.999999906
4974.942,9.36E-08,0.999999906
4974.943,9.34E-08,0.999999907
4974.944,9.32E-08,0.999999907
4974.945,9.30E-08,0.999999907
4974.946,9.29E-08,0.999999907
4974.947,9.27E-08,0.999999907
4974.948,9.25E-08,0.999999907
4974.949,9.24E-08,0.999999908
4974.95,9.22E-08,0.999999908
4974.951,9.20E-08,0.999999908
4974.952,9.19E-08,0.999999908
4974.953,9.17E-08,0.999999908
4974.954,9.15E-08,0.999999908
4974.955,9.14E-08,0.999999909
4974.956,9.12E-08,0.999999909
4974.957,9.10E-08,0.999999909
4974.958,9.09E-08,0.999999909
4974.959,9.07E-08,0.999999909
4974.96,9.05E-08,0.999999909
4974.961,9.04E-08,0.99999991
4974.962,9.02E-08,0.99999991
4974.963,9.00E-08,0.99999991
4974.964,8.99E-08,0.99999991
4974.965,8.97E-08,0.99999991
4974.966,8.95E-08,0.99999991
4974.967,8.94E-08,0.999999911
4974.968,8.92E-08,0.999999911
4974.969,8.91E-08,0.999999911
4974.97,8.89E-08,0.999999911
4974.971,8.87E-08,0.999999911
4974.972,8.86E-08,0.999999911
4974.973,8.84E-08,0.999999912
4974.974,8.83E-08,0.999999912
4974.975,8.81E-08,0.999999912
4974.976,8.79E-08,0.999999912
4974.977,8.78E-08,0.999999912
4974.978,8.76E-08,0.999999912
4974.979,8.75E-08,0.999999913
4974.98,8.73E-08,0.999999913
4974.981,8.72E-08,0.999999913
4974.982,8.70E-08,0.999999913
4974.983,8.68E-08,0.999999913
4974.984,8.67E-08,0.999999913
4974.985,8.65E-08,0.999999913
4974.986,8.64E-08,0.999999914
4974.987,8.62E-08,0.999999914
4974.988,8.61E-08,0.999999914
4974.989,8.59E-08,0.999999914
4974.99,8.58E-08,0.999999914
4974.991,8.56E-08,0.999999914
4974.992,8.55E-08,0.999999915
4974.993,8.53E-08,0.999999915
4974.994,8.52E-08,0.999999915
4974.995,8.50E-08,0.999999915
4974.996,8.49E-08,0.999999915
4974.997,8.47E-08,0.999999915
4974.998,8.46E-08,0.999999915
4974.999,8.44E-08,0.999999916
4975,8.43E-08,0.999999916
